,Unnamed: 0,Lyrics,Genre
276,26,"당신이 아기를 원한다, 나는 당신이 필요로하는 무엇을 가지고 당신은 내가 그것을 가지고 알 수 있습니까? 당신이 집에 (그냥 조금) 와서 약간의 존중이다 요구해 모든 임 자기야 (그냥 조금) 당신이 집에 도착하면 (그냥 조금) 미스터 (그냥 조금) 내가 아닌가요 야 할 당신 잘못 동안 개봉 사라 아닌가요 그래 (그냥 a를 당신이 집에 (그냥 조금) 올 때 나는 약간의 존중이다 요구해 싶어 모든 임 해달라고 당신에게 아기 (그냥 조금) 당신이 집에 도착 (그냥 조금) 잘못된 원인을 거 조금) 임은 당신에게 보답으로 요구해 내 모든 돈과 모든 임을주고에 대해, 꿀은, 당신은 그냥 ((그냥, 그냥, 그냥 단지) 네 아기를 집에 도착하면 나에게 나의 이익을 제공하는 것입니다 A, 단지, 단지) 집 (그냥 조금) 꿀보다 더 그래 (그냥 조금) 오, 당신의 키스, 단맛을 얻을 그리고 무엇을 추측하는 경우? 그래서 내 돈이 모든 당신이 나를 위해하고 싶은 단지는 당신이 얻을 때 집 (다시, 다시, 다시, 다시) 나에게 네 아기 (다시, 다시, 다시, 다시) 채찍을 나에게 (존중을 줄입니다 조금) 당신은 지금 집, 수 (그냥 조금)와 관련이 나를주의 존중하는 의미를 찾아, TCB 아, (나에게 양말 그것은 나에게 양말) (나에게 양말 그것은 나에게 양말) 약간의 존경을 (나에게 양말을, 나에게 양말) (그것은 나에게 양말을, 나에게 양말) 우와 아기 (다만 약간) 약간의 존중 (그냥 조금) 내가 (그냥 조금) 피곤 (그냥 조금) 바보 같은 짓 밖으로 도망 노력 (그냥 조금) 개봉에 계속 내가 아닌가요의 거짓말 ( 그냥 조금) (다시, 다시, 다시, 다시) 집 (다시, 다시, 다시, 다시 올 때 존중) 아니면 사라 임 (존중, 조금)에서 도보로 찾을 수 있습니다 (다만 조금 비트)",R&B
277,27,"난 당신이 내가 당신이 더 많은 그것은 당신이 알고 그나마 내가 어제 발견했을 때 내가 말을해야 나를 놀라게했다 사랑을 알고 우리 두 사람 사이에 전에 알고 다른 남자와 나를 푸른 만들 개봉 계획을 사게 어떻게 알았는지 개봉 궁금 내기 나는 포도 나무를 통해 들어? 아니 더 이상 당신은 나의 아 그래 허드 그 소문을 통해 포도 아, 그리고 임 그냥 내 마음 꿀, 꿀을 잃게하는 약을 통해 들어 본 것입니까? 아니 더 이상 당신이 내 것, 아기 나는 당신이 누군가를 사랑 그건 나에게 자신에게 한 수 그다지 많은 생각 남자 아닌가요 울고하지만 당신은 당신 원인 참조 내 인생을 끝낼 것 잃는 내에서 개최 기운이 눈물의 의미 알고 다른 사람 대신에, 나는 소문을 들었되지 더 이상 당신이 내 오 내가 소문을 들었 그리고 임 단지에 대한 내 마음 꿀, 꿀을 잃게하는 것, 잘 소문을 통해 들었? 아니 더 이상 당신이 내 것, 아기 사람들은 믿지 말을 당신이 아들을 볼 수 없으며, 진정한, 제발 말해 사랑하면 내가 캔트 도움을 혼동 무관 당신이 듣고 그러나 아무도의 절반? 당신은 내가 당신이 전에 사랑을 다른 사람이 들어 갈 수 있도록 계획입니까? 그나마 내가 소문을 들었 알아? 더 이상 당신은 내가 단지에 대한 소문을 통해 그래 허드을 내 마음 꿀, 꿀을 잃고 소문 우 임를 통해 듣고, 내 아기 될하지? 아니 더 이상 당신이 내 것, 아기 꿀, 꿀, 나는 나를 내가 우는 소문을 들었 소문을 들었다고 놓아 그 개봉 알고",R&B
278,28,"안녕 엄마, 당신은 나를 잘못 와서 치료하고 이봐 이봐, 모두 잘 그녀는 헤이, 헤이 헤이 헤이, 지금은 지금 모든 지금 그 일을 흔들하는 방법을 알고있는 다이아몬드 반지와 여자를 참조 종일 지금 밤새 아빠 사랑 해달라고 이제 그래, 알았어 나에 대해 참조 아기 어서 당신이 나를 볼 때 고통에 소년을 재생, 그나마 잘 아을, 아, 네, 엄만, 당신이 바로 해달라고 아칸소로 다시 보내 곧 당신의 연평균 임에게, 엄마에게 그것은, 소년은 고통에서 나를보고 모든 권리, 아 놀이 지금 그래, 이봐 이봐, 모두가 바로 버드 랜드를 할 수있는 그녀의 빨간 드레스 밤새 그래 그래, whatd와 여자를보기 나에 대해 참조 아기 어서 내가 말, 모든 권리 글쎄, 내가 말할 날 whatd 말해, 그래 내가 내가 내가 내가 내가 내가 내가 내가 네 말을 내가 아기 I를 알고 싶어 나를 whatd에게 말을 whatd에게 지금 말할 whatd에게 말을 whatd에게 지금 말할 whatd에게 싶어 지금 알고 그리고-A는 내가 알고 싶어 내가 지금 그래 알고 싶어요 그리고-A 내가 말한 내가 그래 알고 싶어 알고 싶어 [음성 : 이봐, 내 청춘은 이제 그만! (cmon 꿀) 아냐, 내가 가진, 내가 어 - 어 - 어, 임 변경 (정지! 정지! 아니라 다시 할) 잠깐, 잠깐, 오 그것을 잡아! 그것을 잡아! 그것을 잡아! (한 번 더) 호 (호) 헤이 (헤이) 호 (호) 헤이 (헤이) 호 (호) 아 안녕 한 번 더 (헤이) 이봐, 지금은 한 번 더 (한 번 더) 말 그 말 이제 한 번 더 (한 번 더) 그것을 한 번 더 그래 (한 번 더) 말 그것을 한 번 더 (한 번 더) 말 그것을 한 번 더 그래 (한 번 더) 헤이 (헤이) 호를 말 (호) 헤이 (헤이) 호 (호) 헤이 (헤이) 호 (호) 아 헤이! 좋은 날 너무 좋아 와우 (나에게 좋은, 그래서 기분이) 지금 네 기분 (좋은, 그래서 나를 기분) 그래서 내 기분하세요! 아기가 (나에게 좋은, 그래서 기분이) 나 그래 좋은 너무 기분이 확인 허 (허) 네 좋은 (나에게 좋은, 그래서 기분이) 나를 이렇게 느끼게 만들어 좋은 (나에게 좋은, 그래서 기분이) 그래서 느끼게 확인 (나에게 좋은, 그래서 기분이) 호 (호) 허 (허) 호 (호) 허 (허) 호 (호) 허 AWH의 모든 권리 (아기의 모든 권리) 말했다 자사의 모든 권리 지금 (아기의 모든 권리) 말했다 자사의 모든 권리 ( 아기의 모든 권리) 말했다 자사의 모든 권리 그래 (아기의 모든 권리) 말했다 자사의 모든 권리 (아기의 모든 권리)는 상기의 모든 권리 (아기의 모든 권리) 와우가! 지금 그 일을 흔들어 (아기 흔들림 일이 있음) 아기가 아기 지금 (아기 흔들림을 건 것을) 그 일을 흔들 아기가 그 일을 흔들 그 일 (일이 있음을 아기의 흔들림을) 흔들어 (일이 있음을 아기 흔들림) 이제 지금 그 일을 흔들 (아기 아기가 그 일 (아기 흔들 것) 와우 있음을 흔들어) 그 일을 흔들! 나는 모든 지금 그래 말했다 내가 지금 모든 느낌 (나에게 모든 권리를 느낄 수 있도록) 느낌이 Woooah (나에게 모든 권리를 느낄 수 있도록)! 사이드 나는 모든 권리 아기 내가 (나에게 모든 권리를 느낄 수 있도록) 모든 권리를 느낀다 (나에게 모든 권리를 느끼게을) 느낌이 나는 (나에게 모든 권리를 느낄 수 있도록) 모든 권리를 느끼는 당신에게 (나에게 모든 권리를 느낄 수 있도록)",R&B
279,29,"자매 파파스는 스윙에 그는 파파스는 새로운 가방 여기 엄마를 와서이 미친 장면 HES 공상 너무 파고있어 더 끌어 아닌가요 없지만 자신의 라인이 꽤 그는 더 드래그 파파스가 없어 아닌가요 청소되는 새로운 유형의 아기에 대해 너무 엉덩이 아닌가요 이리 저크를하고 새로운 가방 HES, 플라이 그나마 당신은 그가 원숭이, 으깬 감자를하고 수줍어 HES를 아닌가요 아니까 싼 그를 재생하고 HES, 잭 참조 나중에 악어 스윙 자매 파파스 그는 너무 엉덩이 아닌가요 이리를 다시 이동 지금하지만 그는 더 드래그 아닌가요 없습니다하는 새로운 유형의 아기를 팔 수 HES는 새로운 가방 오 파파있어! 이 HES는 플라이 에브리 데이 일처럼 트위스트와 에브리 밤 부메랑 이봐처럼 일을 저크 HES를하고있는 한 경련, 아빠, HES을하고 HES, 헤이, 헤이 헤이에 와서 야 어서는, HES 꽉 당신을 설정 보이지 않는 당신은 내가 당신이 [이해할 수없는이] 이제 지금 나를 보자 나, 배아 줄기는 경련을하고 무엇을해야 플라이 망가을하고 HES 그에게 싼 cuse 플레이를 알려주지 원하는지 무엇을보고, 당신이 어서 알고있는 것을 참조 어서 당신은 그가, 원숭이, 으깬 감자를하는 부끄러워 잭 참조 나중에 악어 여기 자매 와서 다시 이동 aint을 알고",R&B
280,30,"그 침대에서 내려 얼굴과 손, 그 침대 밖으로 잘 지냄, 당신은 그 부엌에서 얻을 얼굴과 손을 씻고 세척, 당신이 그 드레스를 착용 방법을 냄비에 약간의 소음을 N 프라이팬, 태양은 착용 방법을 통해 shinin 온다 그 드레스, 태양이 I를 통해 shinin 내 눈을 믿을 어차피 제공, 모든 혼란은 영혼이 악마를 개봉에 내가 믿는 당신에 속한다는 것을 지금은 영혼이 악마를 개봉에 내가 믿는 알고 지금은 더 I 일 음을 알고 더 빨리 내 돈이가는 I 쉐이크, 딸랑이와 롤, 쉐이크, 딸랑이와 롤 흔들, 딸랑이와 롤, 쉐이크, 딸랑이와 롤 글쎄, 당신은 외눈 박이 고양이 peepin처럼 주워 영혼 좋아 임을 저장 옳은 실 거예요 말했다 더 아이 더 이상 흔들 흔들, 딸랑이와 롤, 흔들 흔들, 딸랑이와 롤 그래 그래, 딸랑이와 롤 아닌가요 없습니다까지 해산물 가게 음의 외눈 박이 고양이 peepin 같은 해산물 가게 임에, 나는 당신을 볼 수 있습니다, 그래 당신은 아무것도 할 늘 그래, 딸랑이와 롤은 주워 영혼 흔들, 딸랑이와 롤 ROL을 저장합니다 리터 롤 롤",R&B
281,31,"임 삼촌 존 그는 그가 음악을 가지고 주장에 대해 숙모 마리아 말할거야,하지만 그는 재미 아 아기를 많이 가지고, 그래, 아기 우 아기, 좀 재미 오늘 참, 음, 긴 키 큰 샐리 네, 속도, 그녀를 위해 내장 급히 드릴 말씀이 있어요 삼촌 존 필요 오, 아기, 그래, 아기 우 아기, 좀 재미 오늘 참 모든 것이, 음, 그래, 나는 우 대머리 머리 샐리 그와 삼촌 존 보았다 이모 메리 오기를보고 그는 다시 골목 오 베이비, 그래, 아기 피했다 아기, 좀 재미 오늘 참, 속도 그녀를 위해 내장 급히 드릴 말씀이 삼촌 존 오 아기를 필요로하는 모든 것을 가지고 그래 그럼, 긴 키 큰 샐리, 그래, 아기 우 아기, 좀 재미 오늘 참, 음 그래, 나는 대머리와 삼촌 존을 보았다 머리 샐리 그는 아줌마 메리 오기를보고 그는 아 아기, 그래, 아기 우 아기, 좀 재미 오늘 참 다시 골목에서 피 했잖아, 그래 재미 오늘 밤이 곧 있었에게, 우 재미 오늘 밤이 모든 것들 재미 오늘 밤 되세요 거 있었 모든 권리 좀 재미 오늘 밤 되세요 재미 좀",R&B
282,32,"아침 햇살에 앉아 아픈 저녁은 악에서 배송 롤을보고 와서 그래 임 멀리 조수 롤을 감상 베이의 선착장에 앉아 그들을 다시 굴려보고 앉아 수, 우 임은 베이의 부두에 앉아 시간을 낭비 나는 프리 스코 베이 I 조지아 향하고 내 집 왼쪽은 임 베이의 부두에 앉아 멀리 조수 롤을 감상 베이의 독에 앉아 갈 길 그래서 임 올 거의 속삭임처럼 살 게 없다 네, 두 천 마일의 속삭임 같은 낭비 시간 봐는 모든 여전히 십명 내가 추측 그래서 아픈 네 앉아 여기 내 뼈를 휴식 동일하게 유지 할 말해 내가 무엇을 할 어차피 동일하게 유지 변경거야 그리고이 외로움은 날 내버려 실 거예요 I 로밍 그냥이가 베이 시간을 낭비의 독에, 조수 롤 떨어져 지금 임 그냥보고 만의 독에 앉아 갈 우 앉아 내 집에 도킹 만들려면",R&B
283,33,"척 베리 기타 Maybellene Maybellene, 왜 사실이 기운 다? maybellene 아, 왜 사실 캔트? youve를 당신이 할하는 데 사용되는 일을 다시 시작했다. 나는 쿠데타 드 빌에있는 언덕 I 톱의 maybellene을 통해 motivatin되면서. 열린 길에 캐딜락의 A-떠날는 아무것도 내 V8 포드를 추월 할 것이다. 아흔다섯가, 드릴 말씀이 있답니다 측면으로 떠날 측면을 bumber하는 범퍼 한판 승부 뭐하는 캐딜락. Maybellene, 왜 사실 캔트? maybellene 아, 왜 사실 캔트? youve를 당신이 할하는 데 사용되는 일을 다시 시작했다. 언덕 꼭대기에 거울 핑크, 그것은 의학 약을 단지처럼 swallowin. 우선 내가 그 힐 그 캐딜락 백 하긴 그릴과 열 gallopin을 보았다. Offhill 곡선, 내리막 strecth, 저와 목에 의한 캐딜락 목. Maybellene, 왜 사실 캔트? maybellene 아, 왜 사실 캔트? youve를 당신이 할하는 데 사용되는 일을 다시 시작했다. 캐딜락은 앞서 포드의 뽑아, 포드 뜨거운 없어 더 이상 할 wouldnt한다. 그것은 다음 clody 도착하고 비가 시작, 나는 내 모터 잘 지내 된 것을 알고, 내 후드를 모두 빨아 비 물 이어질 지나가고 내 혼을 tooted. Maybellene, 왜 사실 캔트? maybellene 아, 왜 사실 캔트? youve를 당신이 할하는 데 사용되는 일을 다시 시작했다. 모터가 냉각, 열이 내려 갔다 그리고 난 그 고속도로 소리를 들었다 이잖아. 마일 앞서 리드 백 십 반 톤과 같은 캐딜락 A-앉아서. 캐딜락은 여전히 ​​앉아서 같이 찾는 그리고 난 언덕의 정상에 maybellene을 붙 잡았다. Maybellene, 왜 사실 캔트? maybellene 아, 왜 사실 캔트? youve를 당신이 할하는 데 사용되는 일을 다시 시작했다.",R&B
284,34,"필자 외부의 차가운 5 월 음의 나방을 가지고 흐린 날에있어 햇빛을 IVE, 당신은 꿀벌이 나를 가지고 필자는 부러워 내 여자, 얘기는 내 여자 사게 내 여자 필자는 너무 많은 꿀을 가지고 이런 식으로 느낄 수 뭐라고 생각 나무 음의 새들보다 더 감미로운 노래, 나는 당신이 날 나는 내가 아기 한 사람이 주장 할 수있는 잘 모든 재물있어 돈 행운이나 명성을 필요가 없습니다 해달라고 내 여자 사게이 방법에게 내 여자를 내 여자 얘기를 느낄 수있는 말을 생각 , 난 당신이 내 여자 사게이 방법을 내가 내 여자 필자와 흐린 날에 햇빛있어 내 여자를 내 여자 얘기를 느낄 수 있도록, 심지어 내 여자 내 여자 사게 내 여자 얘기 한판 승부, 얘기 5 월의 달을 가지고 할 수 뭐라고 생각 내가 이야기 할 수있는 모든 내 여자 내 여자입니다",R&B
285,35,난 당신이 달은 블루 베리 힐에 아직도 서 그리고 내 꿈이 올 때까지 서성 발견했을 때 나는 블루 베리 언덕에 블루 베리 언덕에 내 스릴을 발견 버드 나무 경기 사랑 달콤한 멜로디하지만 그 맹세의 모든 우리가 비록 있었다 수 결코 있었 메이드의 바람 아직도 날의 개봉 부분 떨어져 블루 베리 언덕에 당신이했다 우리가 비록 수 결코 있었 만든 그 서약을 모두 당신을 위해 아직도 날의 분리 개봉 일부 있었던 버드 나무 경기 사랑 달콤한 멜로디 바람 그러나 블루 베리 언덕에 내 스릴이었다 내 스릴,R&B
286,36,"당신은 내가 당신을 사랑하고 싶다면 그 당신의 일, 당신이 당신의 일에 양말 누가 당신에게 캔트 무엇을하고 싶은데, 당신은 지금 싶어 내가 어쩌면 내가 날 믿어 것, 그것을 양말 누가 당신을 말할 기운 않는다 여자는, 내가 나에게 당신은 그것의 당신의 일에 당신의 일을 부여 해주기 차이도하지 않습니다처럼 그냥 나쁜대로, 지금 사랑으로 더 큰 문제를 아닌가요 없습니다 당신이 싶은 무엇을 나는 그것을 양말 누가 당신에게 어차피 않는 그것의 당신의 당신이 할 싶어 제가 그 당신의 일에 양말 누가 당신에게 어차피 당신이 지금 싶어 제가 그 당신의 일에 양말 누가 당신에게 말할 기운 것, 할, 할, 당신은 내가 누구를 당신에게 캔트 무엇을하고 싶은데 임 당신은 당신이 지금 그것의 당신의 일을 사용하는 물건을 잃을 수있는 방법을 선택 누구든지 당신이 무슨 일이 바로 당신의 사랑, 여자를 부여 할 싶어 알고 당신의 인생을 실행하려고하지에 그것을 양말, 어떻게 내가 당신에게 어차피 당신이 할 싶어 무엇을 그것의 당신의 일에 양말 누구, 당신이 망가 날 내가 당신이 내 일을 내가 할 내가 당신에게 어차피 할 싶어 무슨 말을 들어 보자 그것을 양말 누가 알려주지 할 싶은 일을",R&B
287,37,"지금 당신은 당신의 희망이 모두 (모든 희망이 사라입니다) 사라지고 당신의 인생은 많은 혼란 (많은 혼란)으로 가득하기 때문에 행복은 단지 환상 될 때까지 (계속 기운)에 질수 있다고 생각하면 (행복은 그냥 환상) 그리고 주위에 당신의 세계는 나를 밖으로 나 악의 대피소 당신이 아픈 경우를 통해 당신을 볼 것이다 사랑이있을 수있는 사랑이있을 위해 밖으로 도달 가까이하고, 자갸 도달 밖으로 밖으로에 여자의 손에 와서 아래로 무너지고 당신은 잃고 삶 원인 (포기) 단지 아닌가요 좋은의 정도 (다만 아닌가요 좋은의 정도) 그리고 세계 (성인 감기에있다) 그리고 당신이 당신의 자신의 모든을 표류 (성인 추위 표류했다 당신의 느낌을 포기하는 방법에 대한 느낌 자신에) 그리고 당신이 보류에 손을 필요로 다가 자갸 소녀 어서 밖으로 아픈 나를 위해 밖으로 도달 사랑에있을 당신을 위로에서 reach 나를 위해 밖으로 도달 악이 소중히 및 관리에 당신이 악에 거기에 할 수 항상 당신이 중지하는 방법을 말할 수있는 사랑이있을 악을 통해 당신을보고 당신을 위로하여 머리 내가 알고 두려워 (개봉 두려워) 그리고 당신이 주위를 둘러 보면 눈물 (둘러보기)하지만 프로그래머 마음의 어떤 ​​조각을 통해이 (발견되는 마음의 어떤 ​​조각을) 찾을 수 있도록 지금, 지금 당신없는 사랑 (당신의 머리를 멈춤) 당신이주고 아픈 ..........이 당신의 어깨 너머로 보이는 나를이 손을 뻗어 무엇 당신의 개봉 만 지금 생각, 자신없이 사랑하지만, 밖으로 사랑의 손이 여자에 온 것은 다가 모든 사랑은 당신이 필요 악은 악 나를에 따라 항상 사랑이 병이 과정을 수보고 당신을 위로에있을 항상 할 수있을",R&B
288,38,"자정 시간 그게까지 임 거 대기 다른 임 주변 프로그래머 아무도 당신에게 여자를 수행하지 않고 당신을 잡고 나는 자정 시간에 당신에게 모든 일을 할 거하면 내 사랑 그래, 자정 시간까지 임 거 대기 쏟아 질 I 온다 별이 나올 그리고 당신의 눈이 반짝를 볼 때까지 오전, 오, 그래 난이 한 가지 더 생각 일리노이 단지 임 거 대기 바로 여기에 말을하고 싶지 임 거 대기 내 사랑 개봉에게 내가 알고있는 유일한 여자를 빛나게하기 시작 자정 시간 그게까지 내 사랑은 자정 시간 남았다 임 거 대기 쏟아 질 때 즉, 정말 자정 시간에 그렇게 나를 사랑, 오, 그래, 심야 시간에 그래, 좋아, 지금은 임거야 대기 자정 시간 그게까지 저를 위해 한 시간을 재생할 내 사랑은 바로 당신과 내가 좋아, 당신은 무엇을 알고, 그냥 당신과 내가 아기의 주위에, 오, 베이비, HAH 그냥 당신과 내가, 아무도 빛나는하기 시작 됐죠? 임 그냥 당신과 내가, 오, 그래, 자정 시간 아의 아기, 심야 시간에 내 팔에 당신을 개최 거",R&B
289,39,"당신은 여자를 당신은 그들이 내 로켓을 소개하자 만드는 소음을 듣고 jalopies 들었 88 예, 가장 큰 단지 늘 대기 모두가 내 로켓 (88) 아기가 잘 V-8 모터와 현대를 따라 모든 떠날 스타일로 탈 것 좋아 블랙 컨버터블 탑을 설계하고 여자는 기쁨 불어 경적, 로켓에 대한 모든 주변 마을 즐거, 나와 함께 마음 스포팅 해달라고, 내 로켓에 혼 단계를 불어 늦게 코너 참에 팔 고인 과거 반에 대해 알아 떠난 있었 될 해달라고 재미 쳐 우, oozin 및 순항하고 youve를 당신은 그것의 큰 알고 여덟에 대해 88 병이 주위에있을 매일 밤 내 로켓에 타게 이제 참 재미를 알아가는 길고 뜨거운 실행에 내 로켓 될 해달라고 말 모두가 내 로켓을 좋아하는 88 여자는 모두 함께 스타일 나아 갔다 타고합니다",R&B
290,40,"때로는 임 오른쪽과 그때 내 자신의 신념이 내 노래의 정육점, 사상가, 드러머 있습니다 잘못 될 수 있습니다 내가 매일 사람이 누구인지 그룹 임에 차이가 없습니다, 예를 들어 녹색을 수용하지 못할 파란색 하나가 하나의 다른 다른 사람에 대한 스트로크 등등 등등에 마른 체형으로 시도하는 뚱뚱한 함께 생활하고 우리는 내가 나을 것이없고, 어느 쪽도 함께 살 수 없어 두비 두비 스쿠비는, 우리는 우리가 당신을 무엇 이건 같은 나를 사랑하는 당신입니다 당신이 나를 싫어, 당신이 나를 알고 내가 매일 사람들 오전에 다음 당신은 무엇을 가방 임을 파악하지 못할, 그래 위해 가난한 다른 스트로크 도움이되지 않습니다 같은 풍부한 한 것에 대해 짧은 머리처럼 나던 긴 머리가 등등 그래서 우리는 늘 다른 사람의 흰색 하나 다른 스트로크를 받아 실 거예요 빨간 하나에 동의 함을 검은 색 하나를 수용 실 거예요 노란색 하나가 함께 살고있어 온 두비 두비 스쿠비 등등 그래서 다른 사람들 에 내가 매일 사람들입니다 두비 두비 스쿠비",R&B
291,41,"글쎄 지금은 lawdy, lawdy, lawdy, 미스 Clawdy 여자, 당신 확실보기 좋은 나에게 음, 그나마 자극 나 아기 나는 당신에게 내 돈 소녀를 준 때문에 그것은 나를 캔트 알고하십시오, 그러나 볼에 같은 방금 못해 치료를 잘 내게 당신 아침 망가 말할거야 밤 임 늦게까지 돌아 오지에, 당신은 모든 사람들에게 곧 임 나에게 뭘 말할거야 우리 엄마 여자 임에게 그 임에 불행에서 음, lawdy lawdy, lawdy, 미스 Clawdy 소녀 당신이 있는지보기 좋은 아래로 아기 소녀, 내가 더 이상 안녕 자갸 온다 될 실 거예요 나를 당신에게 단지 휠과 그냥 안녕, 안녕 잘 할 수있는 좋은으로 아기를 흔들, 임 내가 갈 길을 아래로 죽어 없다",R&B
292,42,"때마다 임 굽기 그리고 임에 그 뭔가 내부의 시작과 함께 그것이 내 안에 악마가 될 수 욕망으로 가득 또는이 사랑이 있어야하는데 방법입니다? 그 열 등 나는 불꽃을 점화하는 것은 고혈압이 나 보류를 구하셨 느낌, 바로, 그 다음 일반 마우스 오른쪽 버튼을 너무 부드럽게 내 이름을 호출하고 분리 할 때마다 그 찢어 저를 굽기에서 유지 어차피 내 마음 I에서의 연소 파도? 이 사랑이 있어야하는 방식인가? 그 열 등이 그것 내가 나 떨어져 때때로 나는 공간에 응시 그 찢어 굽기에서 유지 어차피 내 마음에 불타는 물결 눈물 나는 그것을 설명 어차피 내 얼굴에 모두가이 재미있는 느낌이 날이 내가 전에 지금이 느낌 결코 aint을 이해 해달라고 놀라 망가 열파 같은 안개 그것의 내 머리를 당신이 열 파도처럼 자신을 알고 내 마음 망가에 바로 여기에 불타는 느낌이 오, 그래 그래 그래 그래 그래 그래 오 하 그래 그래 그래 그래, 어떻게 해야할지? 청춘 아, 그래 그래 그래 그래 당신은 알고는 내 마음에 바로 여기 굽기 열 파도처럼?",R&B
293,43,"따라서, 폭 (그래서, 당신이 그것을 아래로 내려 질수 낮음) 그래서, 높은 당신이 (그래서, 높은 당신이 극복하지 못할 것이) 다 - 유합니까합니까 그것을 극복하지 못할 것이 그래서, 저 당신이 그것을 아래로 내려 어차피 주위 그럴수 이 기회입니다합니까, 이것은 곧 위로 골목 길 잠시 아래로 홈 우리 만 가이드와 함께, 빌어 먹을 수있는 기회가 긴축 (알 sugah)을 Heres에서 우리의 긴축에서 우리의 길을 춤을 할 수있는 기회를 당신의 방법을 춤 우리 모두가 우리가 홈에서 한 나라를 믿는 하나에 아래로 뻥 와서 여기에 준비를 이동 여부를해야한다, (나는 나의 좋은 발에받을 수) 바로 펑크 위해 아래로 뻥 뻥 아래로 단지의 펑크에 대한 피트하니 지금 날 실패하지 말아 피트 무엇 개봉 funkin 이상 당신을 줄 지금 날 실패 해달라고 (아이 아이 아이 아이 찬성) (좋은 신) 그럴 시간이 나는 한 번에 하나 개의 국가 꿇고 이동 아무것도에 있었다 지금 우리를 막을 수 있습니다 펑크에 약속? 전체 펑크, 아무것도하지만, 펑크 준비 나하지 여기에 우리는 우리가 Heres는 내 방식으로 내 긴축의 아웃 춤을 내 기회 생각 하나에 아래로 뻥 온 (DO을 디 오 응가) (합니까 디 오 응가) (당신 피트 (하 하)을 Heres에게 이제 곧 최대 춤춰과 골목 방법 그루브 끊으 다운 우리의 긴축에서 우리의 길을 춤을 할 수있는 기회를 나에게 실패 그나마) 떨어져 춤을 수있는 것은 우리의 유일한 우리는 모든 이동해야한다 안내 할 피트 해달라고 (지금 날 실패 하 하) 주지도 당신을 더 피트 개봉 funkin 더 무엇을 개봉 funkin의에 대한 주지도 내 긴축의 길을 춤을 지금 Heres는 당신을 내 기회를 나에게 실패 해달라고 무엇",R&B
294,44,"아기 사랑, 내 아기 사랑 난 당신이 필요합니다, 오, 내가 당신을 얼마나 필요 해요! 그러나 당신이 모두, 내가 무슨 짓을 치료 나 나쁜 내 마음을 아프게 나를 슬프게 말해두고입니까? 당신은 아기 사랑 왜냐면 너무 오래 떨어져하려면, 내 아기 사랑 미스 나중에 키스 대신 헤어지는, 나중에 누락 된 몇 가지 키스를하고 망가 떨어져 내 품에서 사랑을 던질 이유가있어 그나마 만드는 수 있습니다? 나중에, 나중에 내 사랑 아기 사랑, 아기 사랑 아기 사랑, 우리가 구분해야 왜 내 아기 사랑을 필요로 필요하세요? 내 인생의 모든 나는 아무도 사랑하지 않았어하지만 당신처럼 당신은 왜 날을 통해? 내가 외로움 내 사랑 내 최선을 가지고 예전처럼 내 사랑 내 청춘이 저에게이 방법을 해달라고하십시오 행복하지 멀리 우리의 사랑을 던져, 내 사랑 따뜻한 포옹을 느껴 다시 한번, 당신을 잡아이 필요 요구를 얻을 내 아기가 당신을 필요로 사랑, 오, 내가 당신을 얼마나 필요 해요! 당신처럼 왜 나 한테 그래요? 필자는 당신과 깊은 사랑에 당신에게 진실 된 후 아기, 아기, 그것의 비참 나 틸 저를 아픈가 때까지, 아기 사랑 그나마 우리의 사랑 멀리 망가 멀리 우리의 사랑을 던져 던져",R&B
295,45,"내 뒤에 그러나 임마다의시기에 매달고 아기는, 모든 초조, 시력 아기에서, 모든 모든 권리는 가난한 망 아들은 내가 소유하고있는 철도 트랙 만 셔츠 전역에서, 임 보이지 않는, 초조입니다, 모든 권리입니다 내 옷 시력의 새로운 아웃이 arent하면 내 마음이 참 때문 임 이후 하나의 사람은 내 여자 눈의 사과 때 우리는 그녀가 아기의 모든 것을 말한다 동안 돈의 저에 대한 도시와 스타일의 밖으로 내 정장 그러나 그 모든 권리를 밟아 나가 초조 시야 아기에서, 괜찮아, 모든 것이 괜찮아, 초조, 여자의 진주 시력 드릴 말씀이 있답니다의 깨끗한 아웃, 난 당신이 내가 그녀 사람들이 트랙의 오른쪽 그런 식으로 그녀를 데리고 추측 말할 수도 무슨 그게 전부 추측 그녀가 태어나고, 좋은 큰 오래된 집에서 집사와 하녀의 전체 자란 그녀는 임에게 가난한 망 아들 캔트를 참조 돈 후안있어 빈 주머니를 단지 평균 사람이 아니 축구 영웅 임을 알거나 부드럽게 아무도 더 나은 II보다 없다고 말합니다 그녀에게 돈을 결코, 결코 그러나 악을 구입하지 내 아기의 울음 소리를 만들 수있는 것들 그리고 그 모든 리를 제공 GHT, 내 마음이 사실 때문에 나는 보이지 않는 수행하지 못할 것을 그녀는 모든 것이 초조, 시력 아기의 깨끗한 아웃, 모든 것이 괜찮아, 초조 아기, 모든이다, 괜찮아, 아기 다, 초조, 무사 시야 아기의 깨끗한 밖으로 말한다 괜찮아, 초조, 시력 아기의 깨끗한 아웃, 모든, 초조, 확실히 시야 깨끗한 밖으로",R&B
